"","Sender_account","Receiver_account","Sender_bank_location","Receiver_bank_location","Is_laundering"
"1833572",8212229494,3267360518,"UK","UK",1
"1835221",1769648203,3263202017,"UK","UK",1
"1836312",5585287127,4606268887,"UK","UK",1
"1837104",7930003813,9579925104,"UK","UK",1
"1837389",5336293509,8470477504,"UK","UK",1
"1837571",444977776,4550948935,"UK","UK",1
"1837761",265022275,9032140473,"UK","Italy",1
"1837888",5980835605,9819086477,"UK","UK",1
"1838110",7444660050,6475108312,"UK","UK",1
"1839882",5102301300,1909875660,"UK","UK",1
"1841251",6520893038,9650443831,"France","UK",1
"1843252",3994438152,7840328636,"UK","UK",1
"1843915",7471364026,8878215296,"UK","UK",1
"1844652",2247370907,2176034287,"UK","UK",1
"1845968",5102301300,1909875660,"UK","UK",1
"1846434",4550948935,8767765024,"UK","India",1
"1847443",7079495134,9230763652,"UK","UK",1
"1848532",7434320725,3754234469,"UK","Spain",1
"1848814",4877416145,3770025609,"UK","UK",1
"1850419",9818595469,9627077326,"UK","UK",1
"1851087",2521152088,718745407,"UK","Turkey",1
"1852081",3722911464,9493840183,"UK","UK",1
"1853221",8094120479,5588112676,"Italy","UK",1
"1853338",265022275,2990321432,"UK","UK",1
"1853716",828863930,7263384547,"UK","UK",1
"1854027",5316774430,4361238172,"UK","UK",1
"1854452",5793273539,7101540908,"UK","Turkey",1
"1854541",9862053017,2264961913,"UK","UK",1
"1855050",8068502418,3173291888,"UK","Albania",1
"1855888",6866095401,8817822667,"UK","Mexico",1
"1856668",5359192565,4344244332,"UK","UK",1
"1856986",5521904664,7772352930,"Japan","UK",1
"1857077",2247370907,2176034287,"UK","UK",1
"1858123",3035102123,2166563883,"UK","UK",1
"1858887",542793965,8470477504,"UK","UK",1
"1861272",3827836542,5603212401,"UK","Morocco",1
"1861567",692686678,7748494288,"UK","USA",1
"1861699",2420393246,9252133144,"UK","UK",1
"1862209",7491698645,3738775503,"UK","UK",1
"1865620",4636265179,3173291888,"UK","Albania",1
"1865661",4002088310,4344244332,"Mexico","UK",1
"1866628",557472407,3770025609,"UK","UK",1
"1867402",718745407,8657935466,"Turkey","UK",1
"1867956",7973448027,8391201653,"UK","Morocco",1
"1868285",6866095401,8817822667,"UK","Mexico",1
"1868580",8427824617,7336296513,"UK","France",1
"1869199",6054455317,2596387173,"UK","UK",1
"1869898",1540165261,4007288126,"UK","UK",1
"1872753",5102301300,1909875660,"UK","UK",1
"1873170",244832067,3754234469,"Pakistan","Spain",1
"1874799",1102444547,9875272308,"UK","Spain",1
"1874982",4292608254,9230763652,"UK","UK",1
"1875688",3571423310,981791790,"UAE","UK",1
"1877163",2004502234,6123421761,"Pakistan","UK",1
"1877629",3989435415,9050785104,"UK","UK",1
"1877669",6672138927,9875272308,"UK","Spain",1
"1878140",9819086477,7535898383,"UK","UK",1
"1878178",2166563883,1663718603,"UK","Turkey",1
"1878481",5994298151,6575103742,"UK","UK",1
"1880207",3706337696,7861022135,"UK","UK",1
"1882332",2556634069,7772352930,"UK","UK",1
"1882714",2179044177,5448654851,"UK","UK",1
"1884381",5862382386,7757125281,"Morocco","UK",1
"1884458",3827836542,5603212401,"UK","Morocco",1
"1885086",7832092963,7748494288,"UK","USA",1
"1885236",1186960160,7772352930,"UK","UK",1
"1885610",4714846783,3166538889,"UK","UK",1
"1886264",2420714104,9965419082,"UK","UK",1
"1888495",5100061329,2929456907,"Switzerland","Japan",1
"1889118",1901465174,4606268887,"UK","UK",1
"1889253",6520893038,3700320650,"France","UK",1
"1890092",4748204569,8104185827,"UK","UK",1
"1892687",3761922258,8470477504,"UK","UK",1
"1895836",937202920,5459635745,"UK","UK",1
"1896414",6117816069,386440627,"UK","Germany",1
"1897359",5104637800,7782575115,"UK","Mexico",1
"1897805",5175256054,512171500,"UK","UK",1
"1898171",1000200981,8558866681,"UK","UK",1
"1898558",5102301300,1909875660,"UK","UK",1
"1898616",7336296513,5617187360,"France","Italy",1
"1899761",981791790,1249988229,"UK","UK",1
"1903592",9255943229,2773725950,"UK","UK",1
"1903961",4639499328,6123421761,"UK","UK",1
"1904138",7263384547,5794331781,"UK","Pakistan",1
"1904923",5023341361,5448654851,"USA","UK",1
"1905040",9939037053,3770025609,"UK","UK",1
"1905449",6520893038,2128500197,"France","UK",1
"1905973",7576190195,5459635745,"UK","UK",1
"1907148",9310436713,2357470336,"UK","UK",1
"1907536",5102301300,1909875660,"UK","UK",1
"1908152",8473459237,7772352930,"UK","UK",1
"1910268",3764791829,7861022135,"UK","UK",1
"1911392",6447293518,4636490823,"UK","UK",1
"1911447",3799325124,3754234469,"UK","Spain",1
"1912243",1402296413,6818142069,"UK","UK",1
"1912716",7535898383,6335995470,"UK","UK",1
"1913761",7443354461,3173291888,"UK","Albania",1
"1914704",3881238232,4606268887,"UK","UK",1
"1915407",265022275,4672757647,"UK","UK",1
"1915420",7491698645,8612636972,"UK","UK",1
"1916830",6219252225,357128976,"UK","UK",1
"1919496",3994438152,7840328636,"UK","UK",1
"1919497",7994715028,8612636972,"UK","UK",1
"1919575",4458073557,6357519472,"UK","UK",1
"1920341",3722911464,7122195351,"UK","Albania",1
"1921419",6866095401,8817822667,"UK","Mexico",1
"1921607",6406723714,8379323048,"UK","Albania",1
"1921787",7222999901,71500960,"UK","UK",1
"1921904",9430804295,7959816822,"UK","UK",1
"1923228",9965419082,2458139840,"UK","Germany",1
"1923820",6724392743,9875272308,"UK","Spain",1
"1923972",4055968047,3213443371,"UK","Japan",1
"1924826",2482701161,7772352930,"Netherlands","UK",1
"1925130",5855502721,7278889052,"UK","UK",1
"1925724",8104185827,4461489009,"UK","UK",1
"1925946",5594578454,6088979818,"UK","UK",1
"1926087",2173728682,4344244332,"UK","UK",1
"1927971",5403364143,7861022135,"USA","UK",1
"1928724",5803562064,5028204460,"India","UK",1
"1928892",5053780136,3770025609,"UK","UK",1
"1929559",5994298151,9789649248,"UK","Nigeria",1
"1929724",2864879256,547534393,"UK","UK",1
"1930314",9210556116,2596387173,"Spain","UK",1
"1930486",8841149729,2420393246,"UK","UK",1
"1930714",8722719854,8775780619,"UK","UK",1
"1930965",5316774430,4361238172,"UK","UK",1
"1931448",1132467225,386440627,"UK","Germany",1
"1931989",5262095561,927895922,"UK","UK",1
"1932659",8657935466,2361741456,"UK","UK",1
"1932951",9155699733,8558866681,"UK","UK",1
"1934126",6335995470,8825356117,"UK","UK",1
"1935095",7444660050,52431743,"UK","UK",1
"1935643",5617187360,8795102172,"Italy","France",1
"1936315",8289139941,7436550444,"UK","UK",1
"1938776",3566947462,3650384689,"UK","UK",1
"1939314",7754711202,4345836865,"UK","UK",1
"1939691",6866095401,8817822667,"UK","Mexico",1
"1939833",9310436713,3556531059,"UK","UK",1
"1940287",9341487421,4606268887,"UK","UK",1
"1940626",9050785104,9709712276,"UK","Mexico",1
"1940773",2929456907,8736463791,"Japan","UK",1
"1941322",7905216304,3173291888,"UK","Albania",1
"1941357",5104637800,7782575115,"UK","Mexico",1
"1942399",1249988229,220205230,"UK","UK",1
"1943014",8128089177,3754234469,"UK","Spain",1
"1943919",2660276438,6123421761,"UK","UK",1
"1944943",6672138927,9230763652,"UK","UK",1
"1945521",2390385700,8379323048,"UK","Albania",1
"1945630",497312547,5459635745,"UK","UK",1
"1945739",954553425,3220805794,"UK","Turkey",1
"1947185",6042344622,1602224320,"UK","Mexico",1
"1947291",4001252149,4882941962,"UK","UK",1
"1947712",5175256054,1325639793,"UK","UK",1
"1947760",3994438152,7840328636,"UK","UK",1
"1948682",5803562064,3018072157,"India","India",1
"1949066",5179372335,9230763652,"UK","UK",1
"1949212",6829970067,6042344622,"UK","UK",1
"1949517",2421280041,954553425,"UK","UK",1
"1950062",2340135699,8470477504,"UK","UK",1
"1950920",265022275,6133344377,"UK","Mexico",1
"1951010",5897660965,8380709303,"UK","UK",1
"1951022",6866095401,8817822667,"UK","Mexico",1
"1952081",2864879256,547534393,"UK","UK",1
"1952243",4001252149,4882941962,"UK","UK",1
"1952661",8289139941,7436550444,"UK","UK",1
"1954672",6694937673,5510500240,"UK","UK",1
"1955039",7754711202,4345836865,"UK","UK",1
"1955252",1585295966,8558866681,"UK","UK",1
"1955308",296605000,5459635745,"Japan","UK",1
"1955685",5104637800,7782575115,"UK","Mexico",1
"1955714",3919593175,194129147,"UK","Morocco",1
"1956347",5594578454,6088979818,"UK","UK",1
"1957943",4593748608,4344244332,"UK","UK",1
"1958094",7444660050,3710822308,"UK","France",1
"1959364",5793273539,3892281356,"UK","Austria",1
"1959607",3566947462,3650384689,"UK","UK",1
"1959903",3990611901,3754234469,"UK","Spain",1
"1960243",6219252225,8115652816,"UK","UK",1
"1960347",9310436713,8094737542,"UK","UK",1
"1960746",5200424058,5444826363,"UK","Germany",1
"1961000",5262095561,927895922,"UK","UK",1
"1961931",265022275,8878290088,"UK","UK",1
"1962166",8722719854,5174329652,"UK","UK",1
"1962312",5872542769,194129147,"UK","Morocco",1
"1962751",1402296413,6357519472,"UK","UK",1
"1962842",1769648203,187354041,"UK","Morocco",1
"1965582",1769648203,2599148312,"UK","UK",1
"1965782",5262095561,927895922,"UK","UK",1
"1966453",9310436713,5673954449,"UK","Turkey",1
"1967306",9310436713,3712931513,"UK","UK",1
"1967662",1637506314,7861022135,"UK","UK",1
"1968070",4251149720,4181908870,"Morocco","UK",1
"1968616",7004092175,4007288126,"UK","UK",1
"1969995",9310436713,6141869383,"UK","Japan",1
"1970078",4251149720,3702143152,"Morocco","UK",1
"1970476",6986759835,5336032152,"UK","Turkey",1
"1970702",8370143684,4297955934,"UK","UK",1
"1970769",3994438152,7840328636,"UK","UK",1
"1970990",9795472752,7772352930,"Germany","UK",1
"1971274",6631881018,3173291888,"UK","Albania",1
"1971925",9097482118,4606268887,"UK","UK",1
"1972039",4204086745,5459635745,"France","UK",1
"1972193",8173887384,6901187428,"UK","Turkey",1
"1972671",7419031158,6123421761,"UK","UK",1
"1972877",4398596830,3770025609,"UK","UK",1
"1973298",7745550709,386440627,"Italy","Germany",1
"1974063",7653542672,4804157233,"UK","UK",1
"1976759",8795102172,9377924130,"France","Spain",1
"1977510",7089073424,3213443371,"UK","Japan",1
"1979748",4458073557,6818142069,"UK","UK",1
"1980069",7253035220,187149128,"UK","Turkey",1
"1980714",4001252149,4882941962,"UK","UK",1
"1980822",5104637800,7782575115,"UK","Mexico",1
"1981768",2420393246,5378639802,"UK","Austria",1
"1982048",3544715458,623640023,"UK","Austria",1
"1983018",9268139431,9259814241,"UK","India",1
"1984893",8212229494,9758192073,"UK","UK",1
"1985055",7860334742,7772352930,"Nigeria","UK",1
"1985118",5262095561,927895922,"UK","UK",1
"1986320",804559306,4597902876,"UK","UK",1
"1986966",3566947462,3650384689,"UK","UK",1
"1987331",8340949665,8379323048,"Switzerland","Albania",1
"1989266",9792625103,3173291888,"UK","Albania",1
"1989323",6693529121,4606268887,"UK","UK",1
"1989354",7754711202,4345836865,"UK","UK",1
"1989451",5862382386,3263202017,"Morocco","UK",1
"1989867",5576849137,5336032152,"UK","Turkey",1
"1990265",934071139,3213443371,"UK","Japan",1
"1992396",5897660965,3073818274,"UK","UK",1
"1993024",7733564009,6123421761,"UK","UK",1
"1993849",9377924130,385607711,"Spain","UK",1
"1994421",6219252225,853465021,"UK","USA",1
"1995212",8825356117,1176466153,"UK","UK",1
"1996847",7973127556,2094640147,"UK","UK",1
"1997016",9033402837,386440627,"UK","Germany",1
"1997617",4251149720,9263452835,"Morocco","UK",1
"1998377",1855387950,7477927249,"UK","UK",1
"1999092",6663936621,3754234469,"UK","Spain",1
"1999290",5855502721,7278889052,"UK","UK",1
"1999472",288448161,3754234469,"UK","Spain",1
"2000159",8108846158,4606268887,"Turkey","UK",1
"2000743",717727895,7861022135,"UK","UK",1
"2001418",6866095401,8817822667,"UK","Mexico",1
"2001725",7222999901,8200267429,"UK","Austria",1
"2002919",7653542672,5258139692,"UK","UK",1
"2003217",2864879256,547534393,"UK","UK",1
"2003447",5793273539,8740247906,"UK","Austria",1
"2003528",8173887384,2965465245,"UK","Austria",1
"2003745",2263952180,3770025609,"UK","UK",1
"2004503",3936269100,6891062860,"UK","UK",1
"2005415",6447293518,5727908533,"UK","UK",1
"2007071",6342406102,4297955934,"UK","UK",1
"2007082",6537781029,4344244332,"UK","UK",1
"2007223",8289139941,7436550444,"UK","UK",1
"2008163",5089257715,4007288126,"UK","UK",1
"2008201",5862382386,187354041,"Morocco","Morocco",1
"2008261",1180835223,194129147,"UK","Morocco",1
"2009086",6777427183,5459635745,"UK","UK",1
"2009511",5793273539,9040841762,"UK","Mexico",1
"2009808",2361741456,2299468667,"UK","UK",1
"2010028",5243611436,8379323048,"UAE","Albania",1
"2010139",3271932481,4423134271,"UK","Austria",1
"2010396",8289139941,7436550444,"UK","UK",1
"2010639",7192588619,1163904581,"UK","UK",1
"2011054",7192588619,4672235191,"UK","Austria",1
"2011684",1572292180,194129147,"UK","Morocco",1
"2012152",4347993154,9857617767,"UK","UK",1
"2012556",281610578,1942993002,"UK","UK",1
"2012968",3965420554,3754234469,"UK","Spain",1
"2013260",2621273548,7772352930,"UK","UK",1
"2015065",8173887384,2030092842,"UK","Morocco",1
"2015622",5262095561,927895922,"UK","UK",1
"2015793",7719178454,1935457766,"UK","UK",1
"2017037",3742689015,3770025609,"UK","UK",1
"2017090",7192588619,5484733508,"UK","India",1
"2017875",4192345805,3213443371,"UK","Japan",1
"2018414",3722911464,5412250951,"UK","USA",1
"2018562",8470477504,6370373045,"UK","Albania",1
"2020563",8212229494,5801806099,"UK","UK",1
"2020717",3994438152,7840328636,"UK","UK",1
"2021173",8489727861,5459635745,"UK","UK",1
"2021313",9310436713,7238092651,"UK","UK",1
"2021967",8975326942,1532689937,"UK","UK",1
"2023115",9697314808,7861022135,"UK","UK",1
"2023586",1176466153,9660543067,"UK","Switzerland",1
"2024161",7754711202,4345836865,"UK","UK",1
"2024404",3566947462,3650384689,"UK","UK",1
"2024650",6520893038,6817982468,"France","UK",1
"2025794",6866095401,8817822667,"UK","Mexico",1
"2026646",385607711,1597991082,"UK","Austria",1
"2026748",5855502721,7278889052,"UK","UK",1
"2026885",3760146245,9590478132,"UK","UK",1
"2028159",6891062860,7285335817,"UK","Turkey",1
"2028716",4001252149,4882941962,"UK","UK",1
"2028956",7192588619,2610262045,"UK","Turkey",1
"2031081",9268139431,9259814241,"UK","India",1
"2032784",6313228552,5336032152,"UK","Turkey",1
"2033507",5104637800,7782575115,"UK","Mexico",1
"2033828",2864879256,547534393,"UK","UK",1
"2034790",5645765711,6123421761,"Pakistan","UK",1
"2036073",1240988490,4597902876,"UK","UK",1
"2038255",4094271144,386440627,"UK","Germany",1
"2039166",5514399467,194129147,"UK","Morocco",1
"2040400",6447293518,5425766810,"UK","Germany",1
"2040449",5163472519,1532689937,"UK","UK",1
"2041443",5200424058,5522900105,"UK","UK",1
"2041666",8470477504,4473276691,"UK","Mexico",1
"2041828",9268139431,9259814241,"UK","India",1
"2042852",3566947462,3650384689,"UK","UK",1
"2042989",5892776142,8379323048,"UK","Albania",1
"2043007",3783525827,5336032152,"UK","Turkey",1
"2043047",8789318813,6740948880,"UK","UK",1
"2043274",7253035220,1399854690,"UK","UK",1
"2043334",5755957497,8307385304,"UK","UK",1
"2044188",6584257596,7772352930,"UK","UK",1
"2044321",1016471824,6123421761,"UK","UK",1
"2047818",7754711202,4345836865,"UK","UK",1
"2047906",377941550,4344244332,"UK","UK",1
"2048479",354366172,4606268887,"India","UK",1
"2050016",3419802863,386440627,"UK","Germany",1
"2050991",3980420588,4597902876,"UK","UK",1
"2051101",2864879256,547534393,"UK","UK",1
"2051408",220205230,2933339739,"UK","UK",1
"2051695",4641583786,2728846915,"UK","UK",1
"2051856",5262095561,927895922,"UK","UK",1
"2052234",5774259057,3282818329,"Turkey","UK",1
"2052563",9516532340,7861022135,"Austria","UK",1
"2052971",9946423251,4606268887,"UK","UK",1
"2053776",8212229494,2077418471,"UK","UK",1
"2057228",4001252149,4882941962,"UK","UK",1
"2057506",8289139941,7436550444,"UK","UK",1
"2059548",8289139941,7436550444,"UK","UK",1
"2060905",9646004777,3754234469,"Netherlands","Spain",1
"2061621",1160659532,194129147,"UK","Morocco",1
"2061628",8470477504,2819244415,"UK","UK",1
"2062626",7719178454,3533340781,"UK","Nigeria",1
"2063188",9268139431,9259814241,"UK","India",1
"2063257",5200424058,8796817236,"UK","UK",1
"2065267",281610578,3440604714,"UK","UK",1
"2069143",1597991082,3486760473,"Austria","UK",1
"2069366",2156063492,3213443371,"UK","Japan",1
"2069427",7477927249,6127445252,"UK","UK",1
"2070797",3544715458,3310787943,"UK","UK",1
"2071913",5484028282,6828135591,"UK","UK",1
"2074561",3816180893,3213443371,"Spain","Japan",1
"2074585",878052571,3282818329,"UK","UK",1
"2074926",1177116302,4215137602,"UK","Morocco",1
"2075892",360642400,7861022135,"UK","UK",1
"2076018",9230763652,5706381788,"UK","UK",1
"2076457",9310436713,5581917206,"UK","UK",1
"2077268",9806468459,194129147,"UK","Morocco",1
"2077283",5793273539,5749324699,"UK","Mexico",1
"2078294",281610578,6828135591,"UK","UK",1
"2078684",9660543067,2993361695,"Switzerland","UK",1
"2078830",7619049381,6123421761,"UK","UK",1
"2079416",2864879256,547534393,"UK","UK",1
"2079680",9310436713,3779315815,"UK","UK",1
"2080095",7930003813,8976247393,"UK","UK",1
"2080984",3909857911,7772352930,"UK","UK",1
"2082945",5793273539,9876356584,"UK","Pakistan",1
"2084207",8289139941,7436550444,"UK","UK",1
"2085358",4152649092,5459635745,"UK","UK",1
"2086331",5793273539,9440398627,"UK","Mexico",1
"2086482",5803562064,757587762,"India","UK",1
"2086695",8212229494,5258139692,"UK","UK",1
"2086999",9263452835,8971963860,"UK","UK",1
"2087647",7192588619,407301816,"UK","Pakistan",1
"2088094",4688675927,4597902876,"UK","UK",1
"2089171",9268139431,9259814241,"UK","India",1
"2090335",9962784859,386440627,"UK","Germany",1
"2090684",8307385304,6725940739,"UK","UK",1
"2092371",8173887384,9791934127,"UK","Nigeria",1
"2094171",4431695079,5336032152,"UK","Turkey",1
"2094616",5484028282,9837632063,"UK","UK",1
"2097738",8794766352,465731160,"UK","Switzerland",1
"2098722",5484028282,2864109081,"UK","UK",1
"2099173",371458209,2553119603,"UK","UK",1
"2100899",6167091720,7861022135,"UK","UK",1
"2101826",1663992490,3213443371,"UK","Japan",1
"2103201",1581864055,4606268887,"UK","UK",1
"2103731",6812125292,3839796955,"UK","UK",1
"2104435",8796817236,2520263758,"UK","Morocco",1
"2105890",7653542672,3267360518,"UK","UK",1
"2105937",3486760473,5513527865,"UK","UK",1
"2105938",6300755224,7352073803,"UK","UK",1
"2105947",7719178454,7783426179,"UK","UK",1
"2106196",8794766352,5279266207,"UK","UK",1
"2106221",4803642115,5507287078,"UK","Nigeria",1
"2106711",6340007440,4316483340,"UK","India",1
"2108044",281610578,5405840008,"UK","UK",1
"2108500",1549241021,4297955934,"UK","UK",1
"2109077",8194626057,1456539449,"UK","UK",1
"2109332",5175256054,9812808861,"UK","Italy",1
"2111030",8549276641,4606268887,"UK","UK",1
"2111275",2389448889,5459635745,"UK","UK",1
"2111605",6531669409,194129147,"UK","Morocco",1
"2112146",3709953610,386440627,"UK","Germany",1
"2114839",9268139431,9259814241,"UK","India",1
"2114930",1779903964,4597902876,"UK","UK",1
"2116444",187354041,1510057882,"Morocco","UK",1
"2117575",5444826363,9443215605,"Germany","UK",1
"2118084",1063595216,3282818329,"UK","UK",1
"2118098",6725940739,5354141267,"UK","UK",1
"2119745",2193727130,6740948880,"UK","UK",1
"2119934",8173887384,8868791423,"UK","Austria",1
"2120149",5299099978,8648151672,"UK","UK",1
"2120305",7327027507,4597902876,"UK","UK",1
"2120884",2299468667,2521152088,"UK","UK",1
"2124488",3263202017,1510057882,"UK","UK",1
"2125359",1571467205,4251616670,"UK","UK",1
"2126612",6520893038,2560729153,"France","UK",1
"2127163",8470477504,1556728394,"UK","Morocco",1
"2128243",2847089265,5336032152,"UK","Turkey",1
"2128762",9007712641,386440627,"UK","Germany",1
"2129043",1674987188,4297955934,"UK","UK",1
"2129878",5262095561,927895922,"UK","UK",1
"2130332",7132571633,3213443371,"UK","Japan",1
"2132014",54360555,8631494247,"UK","Mexico",1
